Nama Wisata,Deskripsi,Lokasi / Tempat,Fasilitas Yang Tersedia,Aksesibilitas,Jenis Wisata,Kategori,Child Friendly,Alamat,Link Alamat,Harga,Rentang Harga,Rating,latitude,longitude
Sungai dan Bumi Perkemahan Bedengan,"Sungai dan Bumi Perkemahan Bedengan terletak di Desa Selorejo, Kecamatan Dau, Malang, Jawa Timur. Tempat ini menawarkan pemandangan alam yang indah dengan aliran sungai yang jernih dan dikelilingi oleh pepohonan rindang. Lokasi ini sangat cocok untuk berkemah, trekking, dan piknik bersama keluarga atau teman-teman. Fasilitas yang tersedia meliputi area parkir, area perkemahan, dan toilet. Suasana yang sejuk dan tenang membuat Bedengan menjadi tempat yang ideal untuk melepas penat dari hiruk-pikuk perkotaan.","Desa Selorejo, Dau","Tempat parkir, warung makan, toilet, musholla, Camping Ground","Aspal, makadam Roda 2 & 4",Sungai,"Family, Solo",Yes,"Jl. Raya Selokerto, Selorejo, Kec. Dau, Kabupaten Malang, Jawa Timur 65151","https://www.google.com/maps/place/Bedengan+Camping+Ground/@-8.0967437,112.433965,11z/data=!4m13!1m2!2m1!1sbedengan+!3m9!1s0x2e7883de82b88e3b:0xef56b8f39f00d6e0!5m2!4m1!1i2!8m2!3d-7.9396575!4d112.531005!15sCghiZWRlbmdhbloKIghiZWRlbmdhbpIBCmNhbXBncm91bmTgAQA!16s%2Fg%2F11b6xgzj_2?entry=ttu",15000,2,4.6,-8.0967437,112.433965
Gunung Mujur,"Gunung Mujur terletak di Desa Gajahrejo, Kecamatan Gedangan, Malang, Jawa Timur. Gunung ini menawarkan panorama alam yang memukau dengan pemandangan pegunungan yang hijau dan udara yang segar. Gunung Mujur cocok untuk pendakian bagi pemula maupun yang sudah berpengalaman, dengan jalur pendakian yang relatif mudah. Selain itu, di puncak Gunung Mujur, pengunjung bisa menikmati pemandangan matahari terbit dan terbenam yang indah. Fasilitas yang tersedia termasuk area parkir dan pos pendakian.","Desa Ngenep, Karangploso","Tempat parkir, toilet, musholla, shelter, pos pendakian","aspal, kendaraan roda 2 & 4",Gunung,Solo,No,"5HFV+F6H, Unnamed Road, Borogragal, Bonowarih, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152","https://www.google.com/maps/place/Wisata+Religi+Gunung+Mujur+%EA%A6%92%EA%A6%B8%EA%A6%A4%EA%A6%B8%EA%A6%81%EA%A6%A9%EA%A6%B8%EA%A6%97%EA%A6%B8%EA%A6%82/@-7.9041567,112.5405453,12z/data=!4m10!1m2!2m1!1sgunung+mujur!3m6!1s0x2e787f2d9b421d29:0x99467de67a02a271!8m2!3d-7.8263032!4d112.5931148!15sCgxndW51bmcgbXVqdXKSAQZzaHJpbmXgAQA!16s%2Fg%2F11q95r7hn3?entry=ttu",35000,4,4.6,-7.9041567,112.5405453
Gunung Bromo,"Gunung Bromo adalah salah satu destinasi wisata paling terkenal di Indonesia, terletak di Kabupaten Probolinggo, Malang, Jawa Timur. Gunung berapi aktif ini menawarkan pemandangan kawah yang spektakuler dan lautan pasir yang luas. Pengunjung bisa menikmati keindahan matahari terbit dari Penanjakan, salah satu titik tertinggi di sekitar Gunung Bromo. Selain itu, perjalanan menuju kawah Bromo melalui lautan pasir dan 250 anak tangga adalah pengalaman yang menantang dan mengesankan. Fasilitas di kawasan ini termasuk area parkir, penginapan, dan warung makan.","Desa Ngadas, Poncokusumo","Tempat parkir, jeeop wisata, kuda wisata, toilet, penginapan, warung makan, musholla","aspal, kendaraan roda 2 & Jeep",Gunung,Solo,No,"Area Gn. Bromo, Podokoyo, Tosari, Kabupaten Pasuruan, East Java","https://www.google.com/maps/place/Mt+Bromo/@-7.9424721,112.9427124,15z/data=!3m1!4b1!4m6!3m5!1s0x2dd637aaab794a41:0xada40d36ecd2a5dd!8m2!3d-7.9424936!4d112.9530122!16zL20vMDI3Z3Jf?entry=ttu",10000,2,4.7,-7.9424934,112.9530122
Taman Pinus Bendosari,"Taman Pinus Bendosari berlokasi di Desa Bendosari, Kecamatan Pujon, Malang, Jawa Timur. Tempat ini menawarkan pemandangan hutan pinus yang menawan dengan udara yang sejuk dan segar. Dikelilingi oleh pepohonan pinus yang tinggi, taman ini cocok untuk aktivitas rekreasi seperti piknik, berfoto, dan menikmati keindahan alam. Fasilitas yang tersedia meliputi area parkir, tempat duduk, dan warung makan. Suasana yang tenang dan alami membuat Taman Pinus Bendosari menjadi tempat favorit untuk melepas penat.","Desa Bendosari , Pujon","Tempat parkir, warung makan, toilet, musholla","aspal, kendaraan roda 2 & 4",Taman,"Friends, Solo",No,"Jl. Moch Said, Tretes, Bendosari, Kec. Pujon, Kabupaten Malang, Jawa Timur 65391","https://www.google.com/maps/place/Taman+Pinus/@-7.8692173,112.4329653,17z/data=!4m10!1m2!2m1!1staman+Pinus+Bendosari+pujon!3m6!1s0x2e7887e734a57d03:0x864fe1f0233de492!8m2!3d-7.8692173!4d112.435154!15sCht0YW1hbiBQaW51cyBCZW5kb3NhcmkgcHVqb26SARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11c37h6kd1?hl=id&entry=ttu",10000,2,4.2,-7.8692173,112.4329653
Hutan Budug Asu,"Hutan Budug Asu terletak di lereng Gunung Arjuno, Malang, Jawa Timur. Hutan ini menawarkan pemandangan alam yang indah dengan berbagai jenis vegetasi dan pepohonan yang rindang. Lokasi ini cocok untuk trekking, hiking, dan berkemah, dengan jalur yang menantang dan pemandangan yang memukau. Daya tarik utama dari Hutan Budug Asu adalah suasana yang sejuk dan alami, memberikan pengalaman berpetualang yang seru dan menyenangkan. Fasilitas di sini termasuk area parkir dan tempat berkemah.","Desa Toyomarto, Singosari","Tempat parkir, warung makan, toilet, musholla, area piknik, air terjun","makadam, Roda 2 dan 4 (Jeep)",Hutan,Solo,No,"5JPG+X87, Kreweh, Gunungrejo, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153","https://www.google.com/maps/place/Hutan+Pinus+Budug+Asu+%EA%A6%84%EA%A6%AD%EA%A6%B1%EA%A7%80%EA%A6%A5%EA%A6%B6%EA%A6%A4%EA%A6%B8%EA%A6%B1%EA%A7%80%EA%A6%A7%EA%A6%B8%EA%A6%A2%EA%A6%B8%EA%A6%92%EA%A7%80%EA%A6%84%EA%A6%B1%EA%A6%B8/@-7.8125831,112.6170389,15z/data=!4m10!1m2!2m1!1sHutan+Budug+Asu!3m6!1s0x2dd7d5a30d5837f3:0x173ea382033e3e18!8m2!3d-7.8125831!4d112.6257936!15sCg9IdXRhbiBCdWR1ZyBBc3WSAQ9uYXRpb25hbF9mb3Jlc3TgAQA!16s%2Fg%2F11px9lxd6w?hl=id&entry=ttu",10000,2,4.3,-7.8125831,112.6170389
Hutan precet,"Hutan Precet terletak di Desa Ngadireso, Kecamatan Poncokusumo, Malang, Jawa Timur. Hutan ini menawarkan keindahan alam dengan pepohonan yang lebat dan suasana yang sejuk. Tempat ini cocok untuk aktivitas trekking, berkemah, dan menikmati keindahan alam. Dikelilingi oleh vegetasi hijau yang subur, Hutan Precet memberikan suasana yang tenang dan menyegarkan. Fasilitas yang tersedia meliputi area parkir dan tempat berkemah.","Desa Sumbersuko, Wagir","Tempat parkir, warung makan, toilet, musholla, area camping, area trekking","hotmix, kendaraan roda 2 dan roda 4, bus",Hutan,Solo,No,"Precet, Sumbersuko, Kec. Wagir, Kabupaten Malang, Jawa Timur 65158","https://www.google.com/maps/place/Precet+Forest+Park/@-8.0005001,112.5061748,17z/data=!4m10!1m2!2m1!1sHutan+precet!3m6!1s0x2e7884b0eb08fff5:0xf9e7aaf1fcbde57d!8m2!3d-8.0005001!4d112.5083635!15sCgxIdXRhbiBwcmVjZXRaDiIMaHV0YW4gcHJlY2V0kgEEcGFya5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VNdGFXUmlXalpSUlJBQuABAA!16s%2Fg%2F11gdmf53xm?hl=id&entry=ttu",10000,2,4.4,-8.0005001,112.5061748
Hutan Alas Pakis,"Hutan Alas Pakis berlokasi di Desa Pakis, Kecamatan Pakisaji, Malang, Jawa Timur. Hutan ini menawarkan pemandangan alam yang asri dengan pepohonan yang rindang dan udara yang sejuk. Tempat ini cocok untuk aktivitas trekking, hiking, dan berkemah. Dikelilingi oleh vegetasi yang lebat, Hutan Alas Pakis memberikan suasana yang tenang dan alami, cocok untuk melepas penat. Fasilitas yang tersedia meliputi area parkir dan tempat berkemah.","Desa Sumbersuko, Wagir","Tempat parkir, warung makan, toilet, musholla, air terjun, gua","aspal, kendaraan roda 2 & 4",Hutan,Solo,No,"Jl. Raya Kenongo, Ngemplak, Sumbersuko, Kec. Wagir, Kabupaten Malang, Jawa Timur 65158","https://www.google.com/maps/place/Alas+Pakis/@-8.003049,112.5182873,17z/data=!3m1!4b1!4m6!3m5!1s0x2e788570672ee469:0x5a35006b643a25b4!8m2!3d-8.003049!4d112.5182873!16s%2Fg%2F11n0r8mdc6?hl=id&entry=ttu",10000,2,4.6,-8.003049,112.5182873
Hutan Pinus Semeru,"Hutan Pinus Semeru terletak di Desa Sumberputih, Kecamatan Wajak, Malang, Jawa Timur. Hutan ini menawarkan keindahan alam dengan deretan pohon pinus yang tinggi dan suasana yang sejuk. Tempat ini cocok untuk aktivitas fotografi, piknik, dan berkemah. Dikelilingi oleh pemandangan yang hijau dan segar, Hutan Pinus Semeru memberikan suasana yang tenang dan menyenangkan. Fasilitas yang tersedia meliputi area parkir, tempat duduk, dan warung makan.","Desa Sumber Putih, Wajak","Tempat parkir, warung makan, toilet, musholla, area camping, area trekking","makadam, kendaraan roda 2 & 4",Hutan,Solo,No,"VR3H+W42, Area Sawah/Kebun, Sumberputih, Kec. Wajak, Kabupaten Malang, Jawa Timur 65173","https://www.google.com/maps/place/Hutan+Pinus+Semeru+(HPS)/@-8.1452448,112.8277723,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd63d5ba9a93319:0x55380666331f69bf!8m2!3d-8.1452448!4d112.8277723!16s%2Fg%2F11gbf4mlws?hl=id&entry=ttu",10000,2,4.3,8.1452448,112.8277723
Hutan Pinus Winongan,"Hutan Pinus Winongan berlokasi di Desa Winongan, Kecamatan Kedungjajang, Malang, Jawa Timur. Hutan ini menawarkan pemandangan alam yang menakjubkan dengan pepohonan pinus yang lebat dan udara yang segar. Tempat ini cocok untuk aktivitas rekreasi seperti trekking, berkemah, dan berfoto. Dikelilingi oleh vegetasi hijau, Hutan Pinus Winongan memberikan suasana yang sejuk dan menenangkan. Fasilitas yang tersedia meliputi area parkir dan tempat berkemah.","Desa Bringin, Wajak","Tempat parkir, warung makan, toilet, musholla, area camping, area trekking","aspal, kendaraan roda 2 & 4",Hutan,Solo,No,"Dusun Garotan, Bringin, Kec. Wajak, Kabupaten Malang, Jawa Timur 65173","https://www.google.com/maps/place/Wana+Wisata+Winong+Camp+ground/@-8.1519932,112.7470921,14z/data=!4m10!1m2!2m1!1sHutan+Pinus+Winong!3m6!1s0x2dd622873736cf65:0x8aaf825b361a5999!8m2!3d-8.1519932!4d112.7646016!15sChJIdXRhbiBQaW51cyBXaW5vbmdaFCISaHV0YW4gcGludXMgd2lub25nkgERcmVjcmVhdGlvbl9jZW50ZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTkNObUpETkZGUkVBReABAA!16s%2Fg%2F11f1s4rwmy?hl=id&entry=ttu",10000,2,4.5,-8.1519932,112.7470921
Sumber Petirtaan Kendedes,"Sumber Petirtaan Kendedes terletak di Desa Kebonagung, Kecamatan Pakisaji, Malang, Jawa Timur. Tempat ini merupakan sumber air bersejarah yang dipercaya memiliki nilai spiritual dan kesehatan. Dikelilingi oleh pepohonan dan vegetasi hijau, Sumber Kendedes menawarkan suasana yang tenang dan alami. Pengunjung bisa menikmati keindahan arsitektur kuno yang ada di sekitar sumber air. Fasilitas yang tersedia meliputi area parkir dan warung makan.","Desa Watugede, Singosari","Sumber air, tempat ibadah umat hindu, Tempat parkir, warung makan, toilet","aspal, kendaraan roda 2 & 4,",Sumber,"Family, Solo",Yes,"4M96+89W, Pagetan, Candirenggo, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153","https://www.google.com/maps/place/kali+kendedes+(sumber)/@-7.8553802,112.6447984,14z/data=!4m10!1m2!2m1!1sSumber+Petirtaan+Kendedes!3m6!1s0x2dd62b516d99c115:0xb2ff39955e46fe26!8m2!3d-7.8816276!4d112.6609537!15sChlTdW1iZXIgUGV0aXJ0YWFuIEtlbmRlZGVzWhsiGXN1bWJlciBwZXRpcnRhYW4ga2VuZGVkZXOSARJ0b3VyaXN0X2F0dHJhY3Rpb26aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjBhWFZpZGtsUkVBReABAA!16s%2Fg%2F11v0t9hldw?hl=id&entry=ttu",10000,2,5,-7.8553802,112.6447984
Wisata Religi Gunung Kawi,"Wisata Religi Gunung Kawi berlokasi di Desa Wonosari, Kecamatan Wonosari, Malang, Jawa Timur. Tempat ini terkenal sebagai destinasi wisata religi dengan makam keramat yang sering dikunjungi oleh peziarah dari berbagai daerah. Dikelilingi oleh pemandangan alam yang asri dan udara yang sejuk, Gunung Kawi menawarkan suasana yang damai dan spiritual. Selain berziarah, pengunjung juga bisa menikmati keindahan alam sekitar. Fasilitas yang tersedia meliputi area parkir, penginapan, dan warung makan.","Desa Wonosari, Wonosari","Tempat parkir, warung makan, toilet, musholla, candi hindu","aspal, kendaraan roda 2, 4 dan Bus Kecil",Gunung,Solo,No,"XFWP+VCR, Area Gn. Pitrang, Balesari, Kec. Ngajum, Kabupaten Malang, Jawa Timur 65164","https://www.google.com/maps/place/Kraton+Gunung+Kawi/@-8.0027708,112.4772476,15z/data=!4m10!1m2!2m1!1sWisata+Religi+Gunung+Kawi!3m6!1s0x2e7884d05710201b:0x65fbb1f8c7e24cf2!8m2!3d-8.0027708!4d112.4860023!15sChlXaXNhdGEgUmVsaWdpIEd1bnVuZyBLYXdpWhsiGXdpc2F0YSByZWxpZ2kgZ3VudW5nIGthd2mSAQRwYXJrmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5IZWt4eU16Tm5SUkFC4AEA!16s%2Fg%2F1hm379zxg?hl=id&entry=ttu",10000,2,4.4,-8.0027708,112.4772476
Kolam Renang Sumber Palung,"Kolam Renang Sumber Palung berlokasi di Desa Sumber Pasir, Kecamatan Pakis, Malang, Jawa Timur. Kolam renang ini memanfaatkan sumber air alami yang jernih dan segar, menawarkan pengalaman berenang yang menyegarkan. Dikelilingi oleh pemandangan alam yang asri, kolam renang ini cocok untuk rekreasi keluarga dan aktivitas olahraga air. Fasilitas di kolam renang ini termasuk area parkir, kamar ganti, dan warung makan.","Desa Kasri , Bululawang","Tempat parkir, warung makan, toilet, musholla","aspal, kendaraan roda 2 & 4",Sumber,"Family, Solo",Yes,"Jl. Ngurawan No.577, Bendolawang, Pamotan, Kec. Dampit, Kabupaten Malang, Jawa Timur 65181","https://www.google.com/maps/place/Kolam+Sumber+Palung/@-8.2038884,112.7518273,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd619049d847c8f:0x7ec2d8bb6e239219!8m2!3d-8.2038884!4d112.7518273!16s%2Fg%2F11bzwq93mc?hl=id&entry=ttu",10000,2,4.2,-8.2038884,112.7518273
Pemandian Sumber Bantal,"Pemandian Sumber Bantal terletak di Desa Ngadi, Kecamatan Poncokusumo, Malang, Jawa Timur. Tempat ini menawarkan kolam renang alami dengan air yang jernih dan sejuk, cocok untuk berenang dan berendam. Dikelilingi oleh pemandangan alam yang asri dan pepohonan rindang, Sumber Bantal memberikan suasana yang tenang dan menyegarkan. Fasilitas yang tersedia meliputi area parkir, kamar ganti, dan warung makan. Pemandian ini sangat cocok untuk rekreasi keluarga dan melepas penat dari rutinitas sehari-hari.","Desa Jambangan, Dampit","Tempat parkir, warung makan, toilet, musholla, pemandian air panas","aspal, kendaraan roda 2 & 4",Sumber,"Family, Solo",Yes,"RQR5+WM, Krajan, Sanankerto, Kec. Dampit, Kabupaten Malang, Jawa Timur","https://www.google.com/maps/place/Sumber+bantal/@-8.2038884,112.7518273,13z/data=!4m10!1m2!2m1!1sPemandian+Sumber+Bantal!3m6!1s0x2dd623742f24faa9:0x88a63545dfe65289!8m2!3d-8.1577952!4d112.7591815!15sChdQZW1hbmRpYW4gU3VtYmVyIEJhbnRhbFoZIhdwZW1hbmRpYW4gc3VtYmVyIGJhbnRhbJIBEnRvdXJpc3RfYXR0cmFjdGlvbpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSRWFHSjFlVlJuRUFF4AEA!16s%2Fg%2F11sd2ywwl8?hl=id&entry=ttu",10000,2,3.8,-8.2038884,112.7518273
Taman Topeng Sengguruh Kepanjen,"Taman Topeng Sengguruh terletak di Desa Sengguruh, Kecamatan Kepanjen, Malang, Jawa Timur. Tempat ini merupakan destinasi wisata budaya yang menampilkan berbagai jenis topeng tradisional dari berbagai daerah di Indonesia. Dikelilingi oleh taman yang hijau dan terawat, tempat ini memberikan suasana yang edukatif dan menyenangkan. Selain menikmati koleksi topeng, pengunjung juga bisa belajar tentang sejarah dan makna di balik setiap topeng yang dipamerkan. Fasilitas yang tersedia meliputi area parkir, ruang pameran, dan warung makan.","Desa Sengguruh, Kepanjen","Tempat parkir, warung makan, toilet, musholla, museum topeng","aspal, kendaraan roda 2 & 4",Taman,"Friends, Solo",No,"RGFX+9X5, Sengguruh, Kec. Kepanjen, Kabupaten Malang, Jawa Timur 65163","https://www.google.com/maps/place/TAMAN+TOPENG+SENGGURUH+KEPANJEN/@-8.1766135,112.409917,11z/data=!4m10!1m2!2m1!1sTaman+Wisata+Keluarga+Sengguruh!3m6!1s0x2e78a1c9d467e4b9:0x697cfda6b8b4495e!8m2!3d-8.1766135!4d112.5499927!15sCh9UYW1hbiBXaXNhdGEgS2VsdWFyZ2EgU2VuZ2d1cnVoWiEiH3RhbWFuIHdpc2F0YSBrZWx1YXJnYSBzZW5nZ3VydWiSAQpwbGF5Z3JvdW5kmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU15TlRSUVRUbG5SUkFC4AEA!16s%2Fg%2F11lgx2qh40?hl=id&entry=ttu",10000,2,4.3,-8.1766135,112.4099170
Pemandian Sumber Kemado,"Pemandian Sumber Kemado terletak di Desa Bantur, Kecamatan Bantur, Malang, Jawa Timur. Pemandian ini menawarkan kolam alami dengan air yang jernih dan segar, cocok untuk berenang dan berendam. Dikelilingi oleh pemandangan alam yang hijau dan pepohonan yang rindang, Sumber Kemado memberikan suasana yang tenang dan menenangkan. Fasilitas yang tersedia meliputi area parkir, kamar ganti, dan tempat duduk. Tempat ini sangat cocok untuk rekreasi keluarga dan menikmati keindahan alam.","Desa Bedali, Lawang","Tempat parkir, warung makan, toilet, musholla, pemandian air panas","aspal, kendaraan roda 2 & 4",Sumber,"Family, Solo",Yes,"6MHV+4WF, Area Hutan Dan Kebun, Sumber Rejo, Kec. Purwosari, Kabupaten Pasuruan, Jawa Timur 67162","https://www.google.com/maps/place/Pemandian+Sumber+Kemado/@-7.7721989,112.694795,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7d536f3bbfa41:0x89066a8c96a1a390!8m2!3d-7.7721989!4d112.694795!16s%2Fg%2F11flc4pf8v?hl=id&entry=ttu",10000,2,4.5,-7.7721989,112.6947950
Telaga Sumber Polaman,"Telaga Sumber Polaman terletak di Desa Polaman, Kecamatan Dampit, Malang, Jawa Timur. Telaga ini menawarkan pemandangan air yang jernih dan lingkungan yang asri, cocok untuk bersantai dan menikmati keindahan alam. Pengunjung bisa menikmati aktivitas memancing, berperahu, atau sekadar berjalan-jalan di sekitar telaga. Dikelilingi oleh vegetasi yang hijau dan suasana yang tenang, Telaga Sumber Polaman menjadi tempat yang ideal untuk rekreasi keluarga. Fasilitas yang tersedia meliputi area parkir dan tempat duduk.","Kelurahan Kalirejo, Lawang","Tempat parkir, warung makan, toilet, musholla, perahu wisata","aspal, kendaraan roda 2 & 5",Sumber,"Family, Solo",Yes,"5M4Q+3GG, Polaman, Kalirejo, Kec. Lawang, Kabupaten Malang, Jawa Timur 65216","https://www.google.com/maps/place/Pemandian+Polaman/@-7.8446828,112.6866603,17z/data=!4m10!1m2!2m1!1sSumber+polaman!3m6!1s0x2dd62b204cbb97d7:0x92fa087123b50fd7!8m2!3d-7.844823!4d112.6888171!15sCg5TdW1iZXIgcG9sYW1hbloQIg5zdW1iZXIgcG9sYW1hbpIBFW91dGRvb3Jfc3dpbW1pbmdfcG9vbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOcWRUZGhTSFpSUlJBQuABAA!16s%2Fg%2F11q_6f_c9j?hl=id&entry=ttu",10000,2,4.4,-7.8446828,112.6866603
Sumber Kalireco,"Sumber Kalireco terletak di Desa Sumber Waras, Kecamatan Lawang, Malang, Jawa Timur. Sumber air ini terkenal dengan airnya yang jernih dan segar, serta suasana yang alami dan asri. Pengunjung bisa menikmati keindahan alam sekitar dengan berendam atau berenang di kolam alami yang ada. Dikelilingi oleh pepohonan yang rindang dan udara yang sejuk, Sumber Kalireco menawarkan pengalaman yang menyegarkan dan menenangkan. Fasilitas yang tersedia meliputi area parkir dan tempat duduk.","Kelurahan Kalirejo, Lawang","Tempat parkir, warung makan, toilet, musholla, pemandian air panas","aspal, kendaraan roda 2 & 4",Sumber,"Family, Solo",Yes,"Jl. Sumber Waras 2 No.97, Krajan, Kalirejo, Kec. Lawang, Kabupaten Malang, Jawa Timur 65216","https://www.google.com/maps/place/Pemandian+Kalireco/@-7.8427,112.6982143,17z/data=!4m10!1m2!2m1!1sSumber+Kalireco!3m6!1s0x2dd62b4e4fd2c007:0x20832adb654d11!8m2!3d-7.8427!4d112.700403!15sCg9TdW1iZXIgS2FsaXJlY29aESIPc3VtYmVyIGthbGlyZWNvkgELcHVibGljX2JhdGiaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUTBja3hIU21GbkVBReABAA!16s%2Fg%2F11csp77525?hl=id&entry=ttu",10000,2,4.2,-7.8427000,112.6982143
Mata Air Sumber Jodo,"Mata Air Sumber Jodo terletak di Desa Ngajum, Kecamatan Ngajum, Malang, Jawa Timur. Tempat ini menawarkan mata air alami dengan air yang jernih dan segar, cocok untuk berendam dan menikmati keindahan alam. Dikelilingi oleh pemandangan yang hijau dan pepohonan yang rindang, Sumber Jodo memberikan suasana yang tenang dan menyegarkan. Fasilitas yang tersedia meliputi area parkir, tempat duduk, dan warung makan. Tempat ini sangat cocok untuk rekreasi keluarga dan melepas penat dari rutinitas sehari-hari.","Desa Balesari, Ngajum","Tempat parkir, warung makan, toilet, musholla, pemandian air panas","makadam, kendaraan roda 2 dan 4",Air Terjun,"Family, Solo",Yes,"69CJ+C97, Area Pegunungan, Medowo, Kec. Kandangan, Kabupaten Kediri, Jawa Timur 64292","https://www.google.com/maps/place/Air+Terjun+Sumber+Jodo/@-7.7789597,112.2408446,11z/data=!4m10!1m2!2m1!1sMata+Air+Sumber+Jodo!3m6!1s0x2e78638270f4cb1d:0xec91b364c35e26fe!8m2!3d-7.7789597!4d112.3809203!15sChRNYXRhIEFpciBTdW1iZXIgSm9kb5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11c6l9hq2y?hl=id&entry=ttu",10000,2,4.2,-7.7789597,112.2408446
Mata Air Sumber Manggis,"Mata Air Sumber Manggis terletak di Desa Ngembal, Kecamatan Wonosari, Malang, Jawa Timur. Sumber air ini menawarkan pemandangan air yang jernih dan segar, serta suasana yang alami dan asri. Pengunjung bisa menikmati keindahan alam sekitar dengan berendam atau berenang di kolam alami yang ada. Dikelilingi oleh pepohonan yang rindang dan udara yang sejuk, Sumber Manggis menawarkan pengalaman yang menyegarkan dan menenangkan. Fasilitas yang tersedia meliputi area parkir dan tempat duduk.","Desa Balesari, Ngajum","Tempat parkir, warung makan, toilet, musholla, pemandian air panas","makadam, kendaraan roda 2 dan 4",Sumber,"Family, Solo",Yes,"XFFW+G36, Sumbersari, Wonosari, Kec. Wonosari, Kabupaten Malang, Jawa Timur 65164","https://www.google.com/maps/place/Sumber+Manggis+(%EA%A6%B1%EA%A6%B8%EA%A6%A9%EA%A7%80%EA%A6%A7%EA%A6%BC%EA%A6%82%EA%A6%A9%EA%A6%81%EA%A6%92%EA%A6%B6%EA%A6%B1%EA%A7%80)/@-8.024561,112.4947841,18z/data=!4m10!1m2!2m1!1sMata+Air+Sumber+Manggis!3m6!1s0x2e789b3ea4182823:0xd77be64066c1d331!8m2!3d-8.0262117!4d112.4951281!15sChdNYXRhIEFpciBTdW1iZXIgTWFuZ2dpc1oZIhdtYXRhIGFpciBzdW1iZXIgbWFuZ2dpc5IBE2hpc3RvcmljYWxfbGFuZG1hcmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnBNWFJUYzJoUlJSQULgAQA!16s%2Fg%2F11dfv_bknf?hl=id&entry=ttu",10000,2,4.4,-8.0245610,112.4947841
Mata Air Sumber Urip,"Mata Air Sumber Urip terletak di Desa Gunungronggo, Kecamatan Tajinan, Malang, Jawa Timur. Tempat ini menawarkan mata air alami dengan air yang jernih dan segar, cocok untuk berendam dan menikmati keindahan alam. Dikelilingi oleh pemandangan yang hijau dan pepohonan yang rindang, Sumber Urip memberikan suasana yang tenang dan menyegarkan. Fasilitas yang tersedia meliputi area parkir, tempat duduk, dan warung makan. Tempat ini sangat cocok untuk rekreasi keluarga dan melepas penat dari rutinitas sehari-hari.","Desa Balesari, Ngajum","Tempat parkir, warung makan, toilet, musholla, pemandian air panas","makadam, kendaraan roda 2 dan 4",Sumber,"Family, Solo",Yes,"Jl. Kawi Indah No.39, Sumbersari, Sumbersari, Balesari, Kec. Wonosari, Kabupaten Malang, Jawa Timur 65164","https://www.google.com/maps/place/Mata+air+sumber+urip/@-8.0229104,112.4944401,18z/data=!3m1!4b1!4m6!3m5!1s0x2e789b3e5fbcbfb9:0xaec4a9c0c708cf6d!8m2!3d-8.0229104!4d112.4944401!16s%2Fg%2F11h1pjzkql?hl=id&entry=ttu",10000,2,4,-8.0229104,112.4944401
Taman Wisata Selorejo,"Taman Wisata Selorejo terletak di Kecamatan Ngantang, Malang, Jawa Timur. Tempat ini menawarkan pemandangan waduk yang indah dengan latar belakang pegunungan yang hijau dan udara yang sejuk. Pengunjung bisa menikmati berbagai aktivitas rekreasi seperti berperahu, memancing, dan berjalan-jalan di sekitar waduk. Dikelilingi oleh pemandangan alam yang asri, Taman Wisata Selorejo menjadi tempat yang ideal untuk rekreasi keluarga dan piknik. Fasilitas yang tersedia meliputi area parkir, tempat duduk, dan warung makan.","Desa Mulyorejo, Ngantang","Tempat parkir, warung makan, toilet, musholla, Hotel, Taman, Rekreasi, Pemancingan Ikan","aspal, kendaraan roda 2 dan roda 4, bus",Waduk,"Friends, Solo",No,"49F6+2CR, Sedawun, Pandansari, Kec. Ngantang, Kabupaten Malang, Jawa Timur 65392","https://www.google.com/maps/place/Taman+Wisata+Selorejo/@-7.8773978,112.3588424,17z/data=!4m10!1m2!2m1!1sTaman+Wisata+Selorejo+%2F+bendungan+Selorejo!3m6!1s0x2e7889bf02165557:0x813f336020e97529!8m2!3d-7.8773978!4d112.3610311!15sCipUYW1hbiBXaXNhdGEgU2Vsb3Jlam8gLyBiZW5kdW5nYW4gU2Vsb3Jlam9aKiIodGFtYW4gd2lzYXRhIHNlbG9yZWpvIGJlbmR1bmdhbiBzZWxvcmVqb5IBBmdhcmRlbpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VReGJWQm1UbXRSUlJBQuABAA!16s%2Fg%2F11cn3rwbrv?hl=id&entry=ttu",15000,2,4.2,-7.8773978,112.3588424
